id,company,title,totalyearlycompensation,location,yearsofexperience,yearsatcompany,basesalary,stockgrantvalue,bonus
951,Amazon,Software Engineer,218000,"Seattle, WA",5,4,138000,80000,0
952,Amazon,Software Engineer,200000,"Seattle, WA",6,0,0,0,0
953,akamai,Software Engineer,250000,"Cambridge, EN, United Kingdom",12,3,161000,65000,24000
954,Microsoft,Software Engineer,365000,"Seattle, WA",20,20,210000,100000,55000
955,Microsoft,Software Engineer,168000,"Bellevue, WA",3,1,135000,20000,13000
956,Yahoo,Software Engineer,135000,"New York, NY",2,1,110000,15000,10000
957,Microsoft,Product Designer,170000,"Seattle, WA",14,6,140000,15000,15000
958,Salesforce,Software Engineer,600000,"San Francisco, CA",8,5,280000,250000,70000
959,Netflix,Software Engineer,525000,"Los Gatos, CA",17,1,0,0,0
960,Amazon,Software Engineering Manager,110000,"Seattle, WA",10,10,0,0,0
961,Google,Software Engineer,246000,"Sunnyvale, CA",20,0,146000,75000,25000
962,GE Digital,Product Designer,185000,"San Ramon, CA",22,4,165000,4000,16000
963,Intuit,Software Engineer,150000,"San Francisco, CA",3,1,100000,40000,10000
964,Intuit,Software Engineer,150000,"San Francisco, CA",3,1,100000,40000,10000
965,Facebook,Software Engineering Manager,514000,"New York, NY",14,1,220000,250000,44000
966,Amazon,Software Engineer,172000,"Sunnyvale, CA",10,0.8,0,0,0
967,Amazon,Software Engineer,145000,"Seattle, WA",5,1,114000,7000,24000
968,Microsoft,Software Engineer,196000,"Redmond, WA",1,0,109000,37000,50000
969,Qualcomm,Software Engineer,105000,"San Diego, CA",2,2,90000,8000,7000
970,Qualcomm,Software Engineer,115000,"Santa Clara, CA",1,1,100000,10000,5000
971,Qualcomm,Software Engineer,130000,"San Diego, CA",4,4,108000,12000,10000
972,Qualcomm,Software Engineer,155000,"San Diego, CA",7,5,120000,20000,15000
973,Qualcomm,Software Engineer,160000,"Santa Clara, CA",5,5,128000,22000,10000
974,Qualcomm,Software Engineer,205000,"San Diego, CA",12,10,150000,40000,15000
975,Qualcomm,Software Engineer,220000,"Santa Clara, CA",15,12,160000,45000,15000
976,Qualcomm,Software Engineer,280000,"San Diego, CA",20,15,175000,75000,30000
977,Microsoft,Software Engineer,172000,"Cambridge, EN, United Kingdom",7,4,142000,10000,20000
978,Microsoft,Software Engineer,172000,"Cambridge, EN, United Kingdom",7,4,142000,10000,20000
979,Qualcomm,Software Engineer,290000,"San Diego, CA",30,7,0,0,0
980,amazon,Product Manager,145000,"Seattle, WA",12,3,145000,30000,0
981,Qualcomm,Software Engineer,139000,"San Diego, CA",8,6,119000,10000,10000
982,Microsoft,Solution Architect,368000,"San Francisco, CA",15,4,203000,100000,65000
983,Microsoft,Product Manager,200000,"Redmond, WA",6,3,155000,20000,25000
984,Yahoo,Software Engineer,200000,"San Francisco, CA",9,1,140000,60000,0
985,Mic,Software Engineer,166000,"Redmond, WA",2,2,122000,30000,14000
986,Microsoft,Software Engineer,150000,"Redmond, WA",1,1,118000,20000,12000
987,Dropbox,Product Manager,160000,"San Francisco, CA",7,3,0,0,0
988,Microsoft,Product Manager,310000,"Redmond, WA",16,2,195000,45000,48000
989,IBM,Software Engineer,220000,"San Jose, CA",10,1,205000,0,15000
990,Snap,Software Engineering Manager,800000,"Los Angeles, CA",10,2,0,0,0
991,Microsoft,Product Manager,330000,"San Francisco, CA",9,2,200000,90000,40000
992,Qualcomm,Product Manager,300000,"San Diego, CA",18,14,0,0,0
993,Epam,Software Engineer,140000,"Seattle, WA",10,8,110000,20000,10000
994,Oath,Software Engineering Manager,270000,"Sunnyvale, CA",5,5,176000,70000,25000
995,Oath,Software Engineering Manager,270000,"Sunnyvale, CA",5,5,176000,70000,25000
996,Facebook,Product Manager,210000,"Menlo Park, CA",5,1,145000,50000,15000
997,linkedin,Software Engineer,290000,"Sunnyvale, CA",6,4,170000,100000,20000
998,Indeed,Software Engineer,150000,"Austin, TX",5,1,125000,0,25000
999,Apple,Software Engineer,275000,"Cupertino, CA",5,3,0,0,0
1000,Google,Product Manager,500000,"Seattle, WA",16,2,212000,130000,54000
1001,Apple,Product Manager,450000,"Cupertino, CA",12,3,193000,220000,37000
1002,Twitter,Software Engineer,670000,"San Francisco, CA",5,1,230000,400000,40000
1003,Microsoft,Software Engineer,380000,"Sunnyvale, CA",11,6,205000,100000,75000
1004,Yandex,Software Engineer,34000,"Moscow, MC, Russia",2,2,30000,0,4000
1005,Microsoft,Software Engineer,220000,"Redmond, WA",6,3,159000,35000,25000
1006,Apple,Software Engineer,212000,"Cupertino, CA",6,3,137000,55000,20000
1007,Apple,Software Engineer,212000,"Cupertino, CA",6,3,137000,55000,20000
1008,UiPath,Product Manager,350000,"Bellevue, WA",7,0.5,185000,120000,45000
1009,Microsoft,Software Engineer,167000,"Redmond, WA",7,2.5,140000,15000,14000
1010,Amazon,Product Manager,165000,"Seattle, WA",7,2,0,0,0
1011,Apple,Software Engineer,150000,"Cupertino, CA",1,1,125000,20000,5000
1012,Microsoft,Product Manager,186000,"Redmond, WA",5,5,145000,18000,23000
1013,Marqeta,Software Engineer,105000,"Oakland, CA",2,1,105000,0,0
1014,Microsoft,Product Manager,153000,"Redmond, WA",1,1,121000,11000,21000
1015,Microsoft,Data Scientist,149000,"Redmond, WA",9,1,0,0,0
1016,Indeed,Software Engineer,300000,"Seattle, WA",12,1,0,0,0
1017,Google,Software Engineer,285000,"Boulder, CO",5,5,0,0,0
1018,Oath,Product Designer,127000,"Sunnyvale, CA",4,3,108000,8000,11000
1019,Amazon,Software Engineer,205000,"Chicago, IL",6,4,0,0,0
1020,Intel,Software Engineer,240000,"Santa Clara, CA",11,5,173000,12000,43000
1021,Qualcomm,Software Engineer,149000,"San Diego, CA",8,6,125000,10000,14000
1022,Danaher,Product Manager,250000,"Seattle, WA",15,15,0,0,0
1023,Microsoft,Software Engineer,230000,"Redmond, WA",7,2,151000,60000,19000
1024,Microsoft,Software Engineer,300000,"San Francisco, CA",14,2,190000,100000,30000
1025,Amazon,Software Engineer,155000,"Seattle, WA",0,0,106000,20000,18000
1026,Yahoo,Software Engineer,250000,"Sunnyvale, CA",10,10,170000,55000,25000
1027,Apple,Software Engineer,205000,"Cupertino, CA",0,1,115000,70000,20000
1028,Facebook,Software Engineer,240000,"Seattle, WA",3,0,150000,55000,35000
1029,Dropbox,Product Manager,505000,"San Francisco, CA",10,3,0,0,0
1030,Cisco,Software Engineer,328000,"Seattle, WA",7,5,164000,110000,54000
1031,GE Digital,Software Engineer,115000,"San Ramon, CA",1,1,105000,0,10000
1032,Amazon,Software Engineering Manager,260000,"Seattle, WA",11,1,0,0,0
1033,Facebook,Software Engineer,172000,"Menlo Park, CA",0,0,110000,37000,25000
1034,IBM,Software Engineer,130000,"New York, NY",2,4,130000,0,0
1035,IBM,Software Engineer,130000,"New York, NY",4,2,130000,0,0
1036,Luxoft,Product Manager,140000,"Seattle, WA",10,2,115000,5000,25000
1037,Amazon,Software Engineer,190000,"Seattle, WA",2,2,130000,50000,10000
1038,Qualcomm Inc,Product Manager,160000,"San Diego, CA",12,3,160000,40000,20000
1039,Microsoft,Software Engineer,195000,"Redmond, WA",14,5,150000,20000,25000
1040,Microsoft,Software Engineer,135000,"Redmond, WA",7,7,135000,5000,13000
1041,Intuit,Software Engineer,180000,"San Diego, CA",2,2,110000,50000,11000
1042,PayPal,Software Engineer,137000,"San Jose, CA",1,1,112000,14000,11000
1043,LinkedIn,Product Manager,470000,"Sunnyvale, CA",20,2,225000,200000,45000
1044,Pinterest,Software Engineer,406000,"San Francisco, CA",14,0,0,0,0
1045,Northrop Grumman,Software Engineer,77000,"Melbourne, VI, Australia",1,1,77000,0,0
1046,Indeed,Software Engineer,170000,"San Francisco, CA",2,2,170000,0,30000
1047,Airbnb,Software Engineer,478000,"San Francisco, CA",7,3,190000,250000,38000
1048,Yahoo,Software Engineer,275000,"Los Angeles, CA",10,5,226000,15000,34000
1049,Indeed,Software Engineer,140000,"Austin, TX",5,1,140000,40000,20000
1050,Microsoft,Software Engineer,179000,"Seattle, WA",2,2,120000,9000,20000
1051,Tableau Software,Software Engineer,293000,"Palo Alto, CA",1,0,140000,139000,14000
1052,Microsoft,Software Engineer,425000,"Redmond, WA",15,10,220000,136000,69000
1053,Microsoft,Software Engineer,280000,"Redmond, WA",12,6,182000,63000,35000
1054,Microsoft,Software Engineer,100000,"San Francisco, CA",10,10,33000,33000,33000
1055,Microsoft,Software Engineering Manager,100000,"San Francisco, CA",10,10,33000,33000,33000
1056,Amazon,Product Manager,217000,"Seattle, WA",10,4.5,121000,96000,0
1057,Mi,Software Engineer,114000,"Redmond, WA",2,2,114000,8000,4000
1058,Intel,Software Engineering Manager,320000,"Portland, OR",32,30,170000,70000,80000
1059,Microsoft,Software Engineer,211000,"Redmond, WA",5,5,146000,50000,15000
1060,Twitter,Software Engineer,220000,"Seattle, WA",4,1,140000,70000,10000
1061,Yahoo,Software Engineer,220000,"New York, NY",14,4,180000,20000,20000
1062,Microsoft,Product Manager,365000,"Redmond, WA",15,11,210000,100000,55000
1063,Google,Software Engineering Manager,995000,"Mountain View, CA",10,5,500000,400000,50000
1064,Amazon,Product Manager,265000,"Palo Alto, CA",4,1,0,0,0
1065,Microsoft,Software Engineer,262000,"Redmond, WA",15,3,158000,20000,18000
1066,Uber,Software Engineer,280000,"San Francisco, CA",2,2,160000,100000,20000
1067,Apple,Software Engineer,235000,"Sunnyvale, CA",6,0,195000,40000,0
1068,qualcomm,Software Engineer,170000,"San Diego, CA",6,6,130000,25000,15000
1069,Microsoft,Software Engineer,125000,"Redmond, WA",2,2,114000,8000,3000
1070,IBM,Software Engineer,141000,"San Jose, CA",2,0,130000,0,11000
1071,LinkedIn,Product Designer,189000,"San Francisco, CA",3,1,130000,46000,13000
1072,Facebook,Software Engineer,260000,"Menlo Park, CA",2,2,144000,100000,16000
1073,amazon,Software Engineer,220000,"Seattle, WA",11,2,160000,30000,30000
1074,Facebook,Software Engineer,265000,"Menlo Park, CA",0,0,150000,80000,15000
1075,Microsoft,Software Engineer,178000,"San Francisco, CA",9,3,143000,21000,14000
1076,Qualcomm,Software Engineer,150000,"San Diego, CA",5,5,120000,20000,10000
1077,Amazon,Software Engineer,248000,"Sunnyvale, CA",2,0,163000,45000,33000
1078,Facebook,Product Manager,600000,"San Francisco, CA",12,4,0,0,0
1079,Facebook,Product Manager,600000,"San Francisco, CA",12,4,0,0,0
1080,Google,Product Manager,600000,"Mountain View, CA",12,4,0,0,0
1081,Workday,Software Engineer,110000,"Boulder, CO",1,1,85000,15000,2000
1082,Google,Software Engineer,326000,"San Bruno, CA",5,1,170000,130000,26000
1083,Amazon,Software Engineer,145000,"Seattle, WA",0,0,0,0,0
1084,Microsoft,Data Scientist,356000,"Redmond, WA",9,1,205000,111000,40000
1085,Microsoft,Product Manager,150000,"Redmond, WA",1,1,110000,0,0
1086,Indeed,Software Engineer,260000,"Seattle, WA",10,1,180000,45000,35000
1087,Google,Product Manager,230000,"Mountain View, CA",8,0,140000,70000,20000
1088,Amazon,Software Engineer,151000,"Seattle, WA",0,1,108000,18000,25000
1089,Google,Software Engineer,171000,"New York, NY",0,0,0,0,0
1090,Apple,Software Engineer,200000,"San Francisco, CA",5,3,0,0,0
1091,Qualcomm,Software Engineer,350000,"San Diego, CA",18,5,200000,100000,50000
1092,Amazon,Software Engineer,219000,"Seattle, WA",12,0,145000,56000,18000
1093,Microsoft,Software Engineering Manager,500000,"Mountain View, CA",20,20,0,0,0
1094,Cisco,Software Engineer,140000,"Austin, TX",7,2,110000,5000,165000
1095,Google,Software Engineer,203000,"Mountain View, CA",4,4,122000,60000,17000
1096,UBER,Software Engineer,425000,"San Francisco, CA",7,3,0,0,0
1097,Amazon,Software Engineer,330000,"Seattle, WA",6,6,160000,170000,0
1098,Yahoo,Software Engineer,188000,"San Francisco, CA",3,3,148000,20000,20000
1099,Amazon,Software Engineer,285000,"Seattle, WA",5,5,125000,150000,10000
1100,Google,Solution Architect,600000,"Seattle, WA",20,2,0,0,0
1101,Google,Product Manager,204000,"Mountain View, CA",12,8,204000,125000,36000
1102,Uber,Software Engineering Manager,480000,"Seattle, WA",14,1,192000,258000,30000
1103,Google,Software Engineer,250000,"Sunnyvale, CA",7,3,133000,23000,94000
1104,Intel,Software Engineer,150000,"Santa Clara, CA",3,3,132000,10000,13000
1105,Oracle,Software Engineer,298000,"Seattle, WA",8,3,157000,137000,4000
1106,Microsoft,Software Engineer,162000,"Seattle, WA",1,0,109000,42000,11000
1107,Uber,Software Engineering Manager,500000,"San Francisco, CA",12,1,224000,250000,30000
1108,Yandex,Software Engineer,100000,"Saint Petersburg, SP, Russia",15,9,50000,40000,10000
1109,Dell Technologies,Software Engineer,170000,"Santa Clara, CA",12,7,157000,0,13000
1110,Netflix,Software Engineer,400000,"Los Gatos, CA",7,1,400000,0,0
1111,GE Digital,Software Engineer,151000,"San Ramon, CA",9,4,151000,12000,10000
1112,eBay,Data Scientist,305000,"Seattle, WA",5,0.7,189000,75000,41000
1113,Groupon,Software Engineer,212000,"Seattle, WA",12,2,0,0,0
1114,National Instruments,Software Engineer,105000,"Austin, TX",6,6,96000,7000,2000
1115,Cisco,Software Engineer,108000,"San Jose, CA",7,7,108000,0,13000
1116,Shutterfly,Software Engineering Manager,175000,"Redwood City, CA",11,4,0,0,0
1117,Shutterfly,Software Engineering Manager,175000,"Redwood City, CA",11,4,0,0,0
1118,Qualcomm,Product Manager,260000,"San Diego, CA",19,12,170000,55000,30000
1119,Facebook,Data Scientist,200000,"Menlo Park, CA",5,0.25,150000,35000,15000
1120,Apple,Software Engineer,220000,"Sunnyvale, CA",14,1,180000,40000,0
1121,Microsoft,Software Engineer,230000,"Sunnyvale, CA",5,5,170000,22000,27000
1122,Amazon,Software Engineer,155000,"Seattle, WA",5,0,155000,40000,50000
1123,Canonical,Software Engineer,151000,"Austin, TX",15,4,147000,0,4000
1124,Wells Fargo,Software Engineer,190000,"New York, NY",7,3,160000,0,30000
1125,Facebook,Software Engineer,165000,"Menlo Park, CA",0,0,115000,38000,12000
1126,Microsoft,Marketing,100000,"Seattle, WA",8,1,0,0,0
1127,Epic Systems,Software Engineer,175000,"Madison, WI",9,9,175000,0,8000
1128,Microsoft,Software Engineer,225000,"Redmond, WA",7,7,166000,20000,20000
1129,Microsoft,Software Engineer,328000,"Redmond, WA",11,4,188000,108000,32000
1130,Google,Software Engineer,231000,"Sunnyvale, CA",3,2,140000,137000,25000
1131,Mitre,Software Engineer,88000,"Bedford, MA",2,1,0,0,0
1132,Blizzard Entertainment,Software Engineer,125000,"Irvine, CA",7,2,107000,0,15000
1133,Bank of America,Software Engineering Manager,145000,"New York, NY",16,5,135000,0,10000
1134,KAYAK,Software Engineer,129000,"Boston, MA",1,0,90000,30000,9000
1135,Lumen,Software Engineer,120000,"Broomfield, CO",15,10,120000,0,12000
1136,Lumen,Software Engineering Manager,120000,"Monroe, LA, United States",25,5,100000,0,20000
1137,Deloitte,Software Engineer,59000,"Harrisburg, PA",3,3,59000,0,0
1138,Salesforce,Software Engineer,480000,"Bellevue, WA",13,1,0,0,0
1139,Linkedin,Software Engineering Manager,610000,"Mountain View, CA",18,6,0,0,0
1140,Cisco,Software Engineer,250000,"San Jose, CA",10,2,160000,70000,23000
1141,Google,Software Engineer,248000,"Mountain View, CA",5,5,148000,70000,30000
1142,IBM,Software Engineer,100000,"Tel Aviv, TA, Israel",3,4.5,0,0,0
1143,Epic Systems,Software Engineer,95000,"Madison, WI",2,0,0,0,0
1144,Microsoft,Software Engineer,180000,"Seattle, WA",5,3,145000,13000,22000
1145,Microsoft,Product Manager,200000,"Redmond, WA",10,10,150000,25000,25000
1146,Microsoft,Software Engineer,190000,"Seattle, WA",10,3,155000,17000,17000
1147,Microsoft,Software Engineer,154000,"Seattle, WA",2,1,125000,9000,20000
1148,Apple,Data Scientist,215000,"Cupertino, CA",0,0,125000,38000,52000
1149,Microsoft,Product Manager,270000,"Redmond, WA",11,2,180000,65000,25000
1150,Capgemini,Software Engineer,90000,"London, EN, United Kingdom",5,3,80000,0,10000
1151,microsoft,Product Manager,125000,"Redmond, WA",2,1,0,0,0
1152,Google,Software Engineer,218000,"London, EN, United Kingdom",9,8,129000,67000,22000
1153,Google,Software Engineer,81000,"Warsaw, MZ, Poland",5,2,45000,23000,12000
1154,Amazon,Product Manager,165000,"Dublin, DN, Ireland",15,0,125000,0,0
1155,Microsoft,Software Engineer,146000,"Redmond, WA",5,2,127000,7000,12000
1156,Cisco,Product Manager,200000,"San Francisco, CA",10,1,0,0,0
1157,Microsoft,Product Manager,172000,"Redmond, WA",2,0,127000,20000,25000
1158,Kroger,Software Engineer,100000,"Cincinnati, OH",3,0.5,0,0,0
1159,Cornerstone OnDemand,Product Manager,175000,"Los Angeles, CA",8,1,122000,30000,12000
1160,Google,Software Engineer,224000,"New York, NY",2,0,135000,69000,20000
1161,Qualcomm,Software Engineer,184000,"San Diego, CA",8,6,140000,32000,12000
1162,Google,Software Engineer,192000,"Mountain View, CA",0,2,127000,45000,20000
1163,Qualcomm,Software Engineer,140000,"San Diego, CA",4,4,115000,15000,10000
1164,Qualcomm,Software Engineer,156000,"San Diego, CA",5,7,124000,20000,12000
1165,Microsoft,Software Engineer,214000,"Redmond, WA",0,0,109000,60000,45000
1166,Kroger,Software Engineer,167000,"Cincinnati, OH",15,5,130000,23000,14000
1167,Microsoft,Software Engineer,78000,"Munich, BY, Germany",0,0,60000,14000,14000
1168,CDK Global,Software Engineer,80000,"Chicago, IL",2,2,0,0,0
1169,Fitbit,Software Engineer,180000,"San Francisco, CA",3,2,133000,37000,10000
1170,Expedia,Software Engineer,170000,"Bellevue, WA",10,7,145000,10000,15000
1171,Guidewire,Software Engineer,40000,"Dublin, DN, Ireland",1,0.5,40000,0,0
1172,Guidewire,Software Engineer,40000,"Dublin, DN, Ireland",1,0.5,40000,0,0
1173,Amazon,Software Engineer,165000,"San Francisco, CA",1,1,120000,30000,20000
1174,Microsoft,Software Engineer,209000,"Redmond, WA",6,1,129000,63000,17000
1175,JPMorgan Chase,Software Engineer,104000,"Jersey City, NJ",2,2,96000,0,8000
1176,Amazon,Product Manager,155000,"Seattle, WA",3,1,100000,45000,10000
1177,Uber,Product Manager,240000,"San Francisco, CA",5,2,0,0,0
1178,Cambia Health Solutions,Software Engineer,75000,"Portland, OR",1,1,0,0,0
1179,Microsoft,Software Engineering Manager,300000,"Redmond, WA",11,11,0,0,0
1180,LinkedIn,Software Engineer,200000,"Mountain View, CA",0,0,125000,175000,20000
1181,Microsoft,Software Engineer,120000,"Redmond, WA",3,1,0,0,0
1182,Google,Software Engineer,640000,"San Francisco, CA",20,5,190000,400000,40000
1183,Google,Software Engineer,198000,"Mountain View, CA",0,1,120000,57000,21000
1184,Microsoft,Software Engineer,102000,"Beijing, BJ, China",8,1,76000,14000,12000
1185,Microsoft,Software Engineer,155000,"Seattle, WA",4,4,133000,7000,14000
1186,Netflix,Software Engineer,340000,"Los Gatos, CA",5,0,0,0,0
1187,LinkedIn,Software Engineer,311000,"San Francisco, CA",4,2,150000,140000,31000
1188,Sap Concur,Software Engineer,150000,"Seattle, WA",8,1,130000,0,0
1189,LinkedIn,Software Engineer,310000,"San Francisco, CA",4,2,161000,130000,19000
1190,Postmates,Software Engineer,189000,"San Francisco, CA",8,1,189000,0,0
1191,Pinterest,Software Engineer,454000,"San Francisco, CA",6,0,185000,269000,0
1192,Pinterest,Software Engineer,520000,"San Francisco, CA",8,2,220000,300000,0
